行政區,站點名稱,可借車輛,可還空位,總車位數,營運狀態,地址,更新時間
大安區,捷運科技大樓站,1,27,28,正常營運,復興南路二段235號前,
大安區,復興南路二段273號前,14,7,21,正常營運,復興南路二段273號西側,
大安區,國北教大實小東側門,2,25,28,正常營運,和平東路二段96巷7號,
大安區,和平公園東側,7,4,11,正常營運,和平東路二段118巷33號,
大安區,辛亥復興路口西北側,11,5,16,正常營運,復興南路二段368號,
大安區,復興南路二段280號前,7,20,27,正常營運,復興南路二段280號,
大安區,復興南路二段340巷口,4,7,11,正常營運,復興南路二段342號,
大安區,新生南路三段52號前,8,9,17,正常營運,新生南路三段52號,
大安區,新生南路三段66號前,12,4,16,正常營運,新生南路三段66號東側,
大安區,新生南路三段82號前,10,10,20,正常營運,新生南路三段82號,
大安區,辛亥路一段30號前,2,6,8,正常營運,辛亥路一段30號,
大安區,和平復興路口西北側,3,6,9,正常營運,復興南路二段236號,
大安區,羅斯福路三段311號前,4,7,11,正常營運,羅斯福路三段311號,
大安區,大安運動中心停車場,4,15,19,正常營運,敦南街76巷28號,
大安區,羅斯福路三段245號前,1,7,8,正常營運,羅斯福路三段245號,
大安區,溫州公園,5,6,11,正常營運,羅斯福路三段283巷11號,
大安區,和平臥龍街口,5,19,24,正常營運,臥龍街1號,
大安區,溫州停車場,0,5,5,暫停營運,新生南路三段54巷/溫州街口,
大安區,銘傳國小側門,6,1,7,正常營運,羅斯福路四段21號旁天橋下,
大安區,捷運公館站(2號出口),36,29,99,正常營運,捷運公館站(2號出口)外側,
大安區,第二學生活動中心,69,18,87,正常營運,羅斯福路四段107號(西南側),
大安區,臺灣科技大學正門,47,3,50,正常營運,基隆路四段43號(臺灣科技大學正門旁小側門靠田徑場),
大安區,臺灣科技大學側門,35,62,97,正常營運,基隆路四段73巷與基隆路口,
大安區,公館公園,14,16,30,正常營運,羅斯福路四段113巷基隆路四段41巷口,
大安區,臺灣科技大學後門,1,38,39,正常營運,基隆路四段41巷68弄臺科帆船大樓旁,
大安區,臺大醫學院附設癌醫中心,14,6,20,正常營運,基隆路三段155巷57號西側,
大安區,臺大環研大樓,1,40,41,正常營運,芳蘭路/基隆路三段155巷口,
大安區,臺大永齡生醫工程館,15,19,34,正常營運,芳蘭路51號西北側,
大安區,臺大男七舍前,0,20,20,正常營運,長興街/長興街80巷口西側,
大安區,臺大男一舍前,1,60,61,正常營運,長興街50號西北側,
大安區,臺大男六舍前,2,38,40,正常營運,大安區長興街31號,
大安區,臺大動物醫院前,1,17,18,正常營運,基隆路三段155巷/基隆路四段口,
大安區,臺大土木研究大樓前,10,14,24,正常營運,辛亥路三段188號,
大安區,臺大萬才館前,0,20,20,正常營運,臺大萬才館北側,
大安區,臺大國青大樓宿舍前,2,18,20,正常營運,辛亥路三段30號西北側,
大安區,臺大社科院圖書館前,18,9,27,正常營運,辛亥路與復興南路口西南側,
大安區,臺大法人語言訓練中心前,6,22,28,正常營運,臺大法人語言訓練中心北側,
大安區,臺大綜合體育館停車場前,15,10,25,正常營運,臺大綜合體育館北側,
大安區,辛亥新生路口東南側,26,23,50,正常營運,辛亥新生路口東南側,
大安區,基隆長興路口東側,0,15,15,正常營運,基隆長興路口東側,
大安區,國北教大側門南側,1,33,34,正常營運,敦南街51號,
大安區,和平實小東北側,0,25,25,正常營運,敦南街73號,
大安區,大安區健康服務中心,19,3,23,正常營運,辛亥路三段15號,
大安區,辛亥泰順街口,2,18,20,正常營運,辛亥泰順街口東南側,
大安區,臺北市芳和實驗中學,74,2,76,正常營運,臥龍街170號(前),
大安區,臥龍樂業街口,20,44,64,正常營運,臥龍街234-2號,
大安區,臥龍公園,0,25,25,正常營運,辛亥路三段223號西側,
大安區,嘉興公園,21,23,44,正常營運,樂業街101巷3號西北側,
大安區,捷運麟光站(2號出口),11,57,69,正常營運,和平東路三段420號東北側,
大安區,捷運六張犁站,4,59,64,正常營運,和平東路三段410號,
大安區,喬治工商,2,20,22,正常營運,基隆路二段166號,
大安區,法治公園,19,22,41,正常營運,通化街189號西側,
大安區,捷運臺電大樓站(2號出口),0,18,18,正常營運,辛亥路一段/羅斯福路三段口北側(辛亥路側),
大安區,和平金山路口,13,45,58,正常營運,和平東路一段/金山南路二段西南側,
大安區,和平龍泉街口,7,21,34,正常營運,和平東路一段/龍泉街口西南側,
大安區,和平泰順街口,5,13,19,正常營運,和平東路一段/泰順街口東南側,
大安區,臺灣師範大學(圖書館),40,0,40,正常營運,和平東路一段129號前,
大安區,捷運古亭站(6號出口),11,49,60,正常營運,羅斯福路二段41號前,
大安區,捷運古亭站(5號出口),0,14,14,暫停營運,和平東路一段19號前,
大安區,臺北市立圖書館(總館),56,11,67,正常營運,建國南路二段/建國南路二段151巷(橋下空間),
大安區,新生和平路口東北側,13,38,51,正常營運,新生南路二段與和平東路二段口東北側,
大安區,建國和平路口西北側,44,6,50,正常營運,建國南路二段與和平東路二段口西北側,
大安區,金華公園,24,19,44,正常營運,金華街249號對面,
大安區,捷運東門站(3號出口),0,0,18,暫停營運,信義路二段128號前,
大安區,金甌女中,1,14,15,正常營運,信義路二段與杭州南路二段東南側,
大安區,金杭公園,5,15,20,正常營運,愛國東路21巷與杭州南路二段25巷口東南側,
大安區,愛國金山路口,24,33,57,正常營運,愛國東路與杭州南路二段口西南側,
大安區,敦化南路二段293巷口南側,2,12,14,正常營運,敦化南路二段293巷口南側,
大安區,敦化基隆路口,22,16,38,正常營運,敦化南路二段218號,
大安區,安和路二段181巷口,19,10,29,正常營運,安和路二段185號,
大安區,臨江街夜市(通化街101巷口),0,30,30,正常營運,通化街111號,
大安區,臨江街夜市(基隆路),4,24,29,正常營運,基隆路二段108號,
大安區,台北科技大學億光大樓,32,27,59,正常營運,忠孝東路三段81號,
大安區,新生南路一段119巷口,16,48,64,正常營運,新生南路一段113號,
大安區,幸安國小(仁愛路),2,26,28,正常營運,仁愛路三段22號,
大安區,民榮公園,5,26,31,正常營運,建國南路一段304巷45號南側,
大安區,復興南路1段340巷口,15,35,50,正常營運,復興南路一段信義路三段147巷45弄口,
大安區,建國濟南路口,12,41,54,正常營運,建國南路一段/濟南路三段口(東南側),
大安區,捷運忠孝復興站(2號出口),21,8,29,正常營運,復興南路一段/仁愛路三段123巷13弄(西北側),
大安區,捷運大安站(4號出口),3,13,16,正常營運,信義路4段6號(前),
大安區,捷運大安站(2號出口),21,39,60,正常營運,信義路3段143號(前),
大安區,信義大安路口(信維大樓),14,4,18,正常營運,信義路四段74號(前),
大安區,龍門廣場,25,45,70,正常營運,敦化南路一段與敦化南路一段236巷口,
大安區,仁愛安和路口,22,11,33,正常營運,仁愛路四段258號前,
大安區,信義敦化路口,30,22,52,正常營運,信義路四段155號前,
大安區,仁愛國中,5,20,25,正常營運,安和路一段75號(對面),
大安區,捷運信義安和站(2號出口),6,18,24,正常營運,信義路四段188號前,
大安區,八德市場,17,13,30,正常營運,市民大道三段170號,
大安區,昌隆公園,14,2,16,正常營運,市民大道三段206號西側,
大安區,捷運大安森林公園站(2號出口),44,25,69,正常營運,捷運大安森林公園站(2號出口)西側,
大安區,信義延吉街口,13,2,15,正常營運,信義路四段353號,
大安區,光信公園(光復南路456巷),20,5,25,正常營運,延吉街249號,
大安區,僑安地下停車場(2號出口)東南側,3,25,28,正常營運,光復南路290巷5號,
大安區,建國南路一段279巷口,37,25,62,正常營運,建國南路一段275號,
大安區,捷運忠孝新生站(6號出口),19,16,35,正常營運,新生南路一段101號,
大安區,捷運忠孝新生站(4號出口),3,43,46,正常營運,忠孝新生路口北側,
大安區,大安高工,10,12,23,正常營運,復興南路二段52號(前),
大安區,捷運忠孝新生站(3號出口),11,32,43,正常營運,忠孝東路三段與10巷口,
大安區,瑠公公園,15,4,20,正常營運,忠孝東路四段49巷4弄/大安路口,
大安區,敦化市民路口,5,17,23,正常營運,敦化南路1段158號(前),
大安區,捷運大安森林公園站(5號出口),1,13,15,正常營運,捷運大安森林公園站(5號出口)東側,
大安區,信義建國路口,36,16,52,正常營運,建國南路二段與信義路三段口西南側,
大安區,東豐公園,10,9,19,正常營運,東豐街24號(旁公園路側),
大安區,德安公園(四維路66巷),1,21,22,正常營運,四維路66巷6號北側,
大安區,捷運忠孝復興站(5號出口),30,0,30,正常營運,復興南路一段135巷口,
大安區,捷運忠孝敦化站(2號出口),9,8,17,正常營運,忠孝東路四段221號,
大安區,捷運忠孝敦化站(7號出口),13,5,18,正常營運,忠孝東路四段143號,
大安區,忠孝東路四段223巷口(市民大道側),0,25,25,暫停營運,忠孝東路四段223巷77號北側,
大安區,瑞安街208巷,7,8,15,正常營運,瑞安街208巷39號對面,
大安區,樂利路21巷口,3,12,17,正常營運,樂利路25號,
大安區,捷運科技大樓站(台北教育大學),48,5,54,正常營運,和平東路二段134號前,
大安區,捷運國父紀念館站(2號出口),29,33,62,正常營運,忠孝東路四段/光復南路口(西南側),
大安區,仁愛醫院,31,5,36,正常營運,仁愛路四段/大安路一段口(西南側),
大安區,捷運信義安和站(4號出口),38,11,49,正常營運,信義路四段252號前,
大安區,成功國宅,0,36,36,正常營運,和平東路三段1巷/四維路198巷口(西北側),
大安區,仁愛延吉街口,19,14,33,正常營運,仁愛路四段376號前,
大安區,捷運信義安和站(1號出口),31,17,49,正常營運,信義路四段225號前,
大安區,敦化南路二段103巷口,6,18,24,正常營運,敦化南路二段99號前,
大安區,復興南路二段128巷口,21,10,31,正常營運,復興南路二段142之1號前,
大安區,和平東建國南路口,17,0,17,正常營運,和平東路/建國南路口(北側),
大安區,芳蘭山莊,1,15,16,正常營運,基隆路三段155巷148號,
大安區,復興南路一段126巷口,1,14,15,正常營運,復興南路一段126巷1號前,
大安區,捷運東門站(5號出口),6,22,28,正常營運,信義路二段178號前,
大安區,仁愛路四段48巷口,6,6,12,正常營運,仁愛路四段48巷/東豐街(北側),
大安區,捷運公館站(3號出口),28,70,99,正常營運,捷運公館站(3號出口)西側,
大安區,臺北科技大學(電機工程系),26,6,34,正常營運,忠孝東路三段100號對側,
大安區,新生南路三段94巷口,14,1,15,正常營運,新生南路三段94號前,
大安區,辛亥新生路口西北側,14,25,40,正常營運,辛亥路一段/新生南路三段(西北側),
大安區,捷運大安站(6號出口),15,14,29,正常營運,復興南路一段303號前,
大安區,臥龍街195巷口,12,2,14,正常營運,臥龍街/臥龍街195巷(南側),
大安區,辛亥路三段157巷口,1,25,27,正常營運,辛亥路三段與辛亥路三段157巷口西北側,
大安區,臥龍基隆路口,5,19,25,正常營運,臥龍街與基隆路二段口東北側,
大安區,敦親公園,0,25,26,正常營運,和平東路二段96巷8之1號(前方),
大安區,大安運動中心,21,12,33,正常營運,辛亥路三段55號前方人行道(大安運動中心),
大安區,和平敦化路口,3,33,36,正常營運,和平東路三段 / 敦化南路二段口(東側),
大安區,基隆長興路口,0,51,51,正常營運,基隆路/長興街(東南側),
大安區,仁愛路四段122巷口,13,12,25,正常營運,仁愛路四段118號前,
大安區,市民敦化路口,8,24,32,正常營運,敦化南路一段111號前,
大安區,忠孝東路四段49巷口,7,8,15,正常營運,忠孝東路四段55號前,
大安區,市民復興路口(東南側),13,13,26,正常營運,市民大道四段/復興路一段口(東南側),
大安區,和平新生路口西南側,7,16,24,正常營運,新生南路三段2號前,
大安區,全安公園,3,13,16,正常營運,安和路二段227巷16號對側,
大安區,信義路三段134巷口,14,14,28,正常營運,信義路三段/信義路三段134巷口,
大安區,仁愛敦南圓環(東南側),6,10,16,正常營運,仁愛路四段110號前,
大安區,臺北遠企購物中心,12,21,33,正常營運,敦化南路二段201號前,
大安區,外交部外交及國際事務學院,13,13,26,正常營運,敦化南路一段280號,
大安區,四維路170巷口,1,21,22,正常營運,敦化南路二段92號對側中央分隔島,
大安區,捷運大安站(3號出口),29,17,46,正常營運,信義路三段184號前,
大安區,捷運臺電大樓站(2號出口)_1,1,37,38,正常營運,羅斯福路三段201號旁,
大安區,信義路四段199巷,12,9,21,正常營運,信義路四段199巷/安和路一段90巷口,
大安區,臺大資訊大樓,18,57,76,正常營運,辛亥路二段(臺大外語學院外),
大安區,敦化南路二段81巷,6,33,40,正常營運,敦化南路二段與敦化南路二段81巷口西北側,
大安區,原臺北刑務所官舍,15,8,23,正常營運,金華街78號對側,
大安區,捷運國父紀念館站(1號出口),4,20,24,正常營運,光復南路200巷26號東側,
大安區,懷生國中,2,22,24,正常營運,忠孝東路三段248巷30號,
大安區,仁愛敦南圓環(西北側),12,8,20,正常營運,仁愛路四段85號前,
大安區,立人國小,5,12,17,正常營運,安和路二段/敦化南路二段81巷(西南側),
大安區,和平東路二段18巷口,1,23,24,正常營運,辛亥路二段43號前,
大安區,捷運大安站(5號出口),6,20,26,正常營運,復興南路二段/信義路四段(東南側),
大安區,臨江公園,1,22,23,正常營運,通化街143巷33號對側,
大安區,羅斯福路四段113巷19弄口,3,11,14,正常營運,羅斯福路四段119巷84號對側,
大安區,忠孝東路四段248巷口,10,15,25,正常營運,忠孝東路四段230號前,
大安區,仁愛延吉路口(西北側),5,19,24,正常營運,仁愛路四段363號前,
大安區,樂利路101巷口,3,10,13,正常營運,樂利路97號前,
大安區,羅斯福浦城街口,4,21,25,正常營運,羅斯福路三段117號前,
大安區,敦化南路一段295巷口,5,13,18,正常營運,敦化南路一段295巷1號,
大安區,通安區民活動中心,0,28,28,暫停營運,通安街129號對面,
大安區,復興忠孝東路口(東南側),27,1,28,正常營運,復興南路一段191號前,
大安區,仁愛大安路口(東北側),13,8,21,正常營運,仁愛路四段37號前,
大安區,臺灣師範大學(浦城街),5,14,20,正常營運,浦城街1號對側,
大安區,安和路二段69巷口,3,17,20,正常營運,安和路二段/安和路二段69巷,
大安區,大安國小,0,25,25,正常營運,臥龍街131巷11弄與樂業街108巷口,
大安區,捷運古亭站(3號出口),7,8,15,正常營運,羅斯福路二段81-1號前,
大安區,捷運忠孝復興站(3號出口),21,15,37,正常營運,忠孝東路四段48號前,
大安區,和平東路二段90巷,6,14,20,正常營運,和平東路二段90巷/和平東路二段76巷5弄,
大安區,光復南路420巷口,6,9,16,正常營運,光復南路438號,
大安區,富陽臥龍街口,9,9,18,正常營運,富陽街129號前,
大安區,仁愛復興路口,11,18,29,正常營運,仁愛路四段1號前,
大安區,仁愛敦南圓環(東側),10,16,26,正常營運,仁愛路四段121號,
大安區,古風公園,6,9,15,正常營運,龍泉街93巷7號對側,
大安區,和平東路二段76巷,9,30,40,正常營運,和平東路二段96巷20弄2號旁,
大安區,敦化信義路口(東南側),5,14,20,正常營運,敦化南路二段9號,
大安區,和平東路三段308巷口,9,5,14,正常營運,樂業街173號對側,
大安區,忠孝建國路口(東南側),8,13,21,正常營運,忠孝東路三段132號前,
大安區,浦城街26巷,15,2,17,正常營運,浦城街26巷8號對面,
大安區,青峰活動中心,13,12,25,正常營運,辛亥路三段(青峰活動中心),
大安區,忠孝東路三段216巷口,8,20,28,正常營運,忠孝東路三段218號前,
大安區,捷運忠孝復興站(4號出口),16,9,25,正常營運,忠孝東路四段7號前,
大安區,和平溫州街口,18,5,23,正常營運,和平東路一段187號(前),
大安區,國立臺北教育大學創意館,4,26,32,正常營運,復興南路二段337巷6弄14號對側,
大安區,捷運忠孝復興站(1號出口),3,23,27,正常營運,忠孝東路三段303號,
大安區,政大公企中心,8,5,13,正常營運,金華街187號(後方人行道),
大安區,大安路二段90巷口,0,18,19,正常營運,大安路二段55號(對面),
大安區,師大附中運動中心,7,25,33,正常營運,信義路三段111巷143號(旁),
大安區,錦安區民活動中心,11,9,20,正常營運,潮州街160號對側,
大安區,敦化基隆路口(東北側),7,15,22,正常營運,敦化南路二段333號(前),
大安區,龍圖公園,4,16,20,正常營運,復興南路二段78巷42弄5號對面,
大安區,新生南路二段54巷口,5,21,26,正常營運,新生南路二段50號,
大安區,臺靜農人文會館,2,10,12,正常營運,溫州街25號,
大安區,建國南路二段瑞安街264巷口,9,24,33,正常營運,建國南路二段197號(對面),
大安區,辛亥路一段77巷口,10,12,22,正常營運,辛亥路一段79號旁,
大安區,愛國東路210巷口,11,22,34,正常營運,愛國東路210巷/愛國東路(東南側),
大安區,金華國中,10,11,21,正常營運,新生南路二段32號(旁),
大安區,羅斯福路三段283巷,9,9,18,正常營運,羅斯福路三段269巷51弄9號(旁),
大安區,臺科大側門(基隆路四段73巷),9,26,35,正常營運,基隆路四段75號,
大安區,黎和公園,8,7,15,正常營運,臥龍街316號(對面),
大安區,信義四維路口,8,11,19,正常營運,信義路四段111號(前),
大安區,和平高中(辛亥基隆路口),2,53,55,正常營運,辛亥路三段188號北側,
大安區,和平東路二段107巷口,9,3,12,正常營運,和平東路二段95號(前),
大安區,信義金山路口(西南側),3,9,12,正常營運,信義路二段88號(前),
大安區,金華國中(新生南路二段30巷),2,13,15,正常營運,新生南路二段30巷19號,
大安區,羅斯福路四段123巷,11,4,15,正常營運,羅斯福路四段123巷17號對側,
大安區,捷運科技大樓站(2號出口),6,66,72,正常營運,復興南路二段224號,
大安區,羅斯福新生南路口,9,23,32,正常營運,羅斯福路四段/新生南路三段(東北側),
大同區,延平國宅,23,18,41,正常營運,延平北路五段1-1號(對面),
大同區,臺北市立圖書館大同分館,18,39,57,正常營運,重慶北路三段318號旁,
大同區,合昌宮,5,10,15,正常營運,環河北路二段371號旁,
大同區,民族延平路口,6,30,36,正常營運,延平北路三段123號北側,
大同區,重慶酒泉街口,8,36,44,正常營運,重慶北路三段260號前,
大同區,樹德公園,0,14,14,正常營運,大龍街85巷12號對側,
大同區,陳天來故居,7,9,16,正常營運,西寧北路112號前方,
大同區,臺北孔廟,16,21,37,正常營運,哈密街61號口對側人行道,
大同區,捷運圓山站(1號出口),22,59,81,正常營運,捷運圓山站(1號出口)東側,
大同區,酒泉延平路口,7,39,46,正常營運,酒泉街235號前,
大同區,重慶國中,21,43,64,正常營運,敦煌路19號前,
大同區,重慶北路三段383巷口,18,16,34,正常營運,敦煌路與重慶北路三段383巷口,
大同區,台北數位產業園區,4,20,24,正常營運,承德路三段287號前方,
大同區,民權延平路口(西北側),2,16,20,正常營運,民權西路239號前方,
大同區,民權迪化街口,11,33,45,正常營運,民權西路與迪化街一段口(橋墩下),
大同區,大稻埕公園,16,17,35,正常營運,安西街1巷7號(對側),
大同區,大龍老人住宅,3,11,14,正常營運,民族西路82號前方,
大同區,大龍峒社會住宅,10,24,34,正常營運,承德路三段210號旁,
大同區,捷運大橋頭站(2號出口),33,24,57,正常營運,捷運大橋頭站(2號出口)西側,
大同區,捷運大橋頭站(1A出口),19,11,30,正常營運,民權西路237號旁,
大同區,捷運民權西路站(2號出口),9,16,25,正常營運,捷運民權西路站(2號出口)西側,
大同區,捷運雙連站(2號出口),29,12,41,正常營運,萬全街22號對面,
大同區,捷運北門站(3號出口),31,55,86,正常營運,塔城街與鄭州路口西南側,
大同區,朝陽公園,5,5,10,正常營運,重慶北路二段62-1號旁,
大同區,永樂市場,12,22,36,正常營運,南京西路233巷103號旁,
大同區,大龍公園,3,23,26,正常營運,大龍街217號對側,
大同區,重慶涼州街口,6,7,13,正常營運,重慶北路二段180號旁,
大同區,圓山線形公園,9,17,26,正常營運,玉門街/民族西路(西北側),
大同區,圓環站,15,16,31,正常營運,重慶北路一段128號前,
大同區,重慶民族路口,3,29,32,正常營運,重慶北路三段138號前,
大同區,承德路三段8巷口,1,20,21,正常營運,承德路三段14號前,
大同區,太原廣場,12,19,31,正常營運,鄭州路23號(旁),
大同區,國順公園,2,17,20,正常營運,昌吉街117號前,
大同區,聯合醫院中興院區,10,38,48,正常營運,長安西路299號(對面),
大同區,蔣渭水紀念公園,16,31,47,正常營運,錦西街/興城街口(西南側),
大同區,迪化休閒運動公園,12,19,31,正常營運,延平北路四段200號(南側),
大同區,大同運動中心,5,11,16,正常營運,大龍街51號(旁),
大同區,重慶保安街口(家樂福重慶店),14,6,20,正常營運,重慶北路二段171號(旁),
大同區,大稻埕碼頭,10,40,52,正常營運,大稻埕疏散門(淡五號水門)外,
大同區,歸綏戲曲公園,13,12,25,正常營運,重慶北路二段/歸綏街口(南側),
大同區,民權國中(民權西路),5,20,25,正常營運,民權西路/蘭州街(西側),
大同區,承德民權路口,4,32,36,正常營運,承德路二段239號前,
大同區,南京太原路口,3,26,29,正常營運,南京西路/太原路(東側),
大同區,承德民生西路口,15,4,19,正常營運,承德路二段137號前,
大同區,太原五原路口,5,34,39,正常營運,太原路 / 五原路口(東南側),
大同區,臺北轉運站(華陰街),17,1,20,正常營運,華陰街45號(對面),
大同區,捷運民權西路站(3號出口),6,44,50,正常營運,民權西路70巷37號對面,
大同區,捷運中山站(5號出口),13,5,18,正常營運,南京西路57號前,
大同區,重慶長安路口,10,10,21,正常營運,長安西路244號(重慶路側),
大同區,承德昌吉街口,4,14,18,正常營運,承德路三段83號前,
大同區,大同16號廣場,0,14,14,暫停營運,環河北路一段/民生西路口(東南側),
大同區,捷運圓山站(2號出口),33,2,36,正常營運,承德路三段/庫倫街(東南側),
大同區,樹德公園_1,17,23,40,正常營運,大龍街/大龍街85巷(東北側),
大同區,承德鄭州路口(市民高架下),28,10,38,正常營運,承德路一段/鄭州路口(市民高架下),
大同區,成淵高中,14,11,25,正常營運,錦西街與錦西街52巷口東北側,
大同區,雙蓮國小,13,7,20,正常營運,民權西路102巷4弄25號對側人行道,
大同區,寧夏涼州街口,5,9,15,正常營運,寧夏路141號對側,
大同區,延平涼州街口,5,9,14,正常營運,延平北路二段/涼州街口(行人天橋下),
大同區,大同行政中心,6,10,16,正常營運,昌吉街63號旁,
大同區,大龍市場,6,9,15,正常營運,重慶北路三段335巷13號對面,
大同區,南京西寧北路口(西北側),7,5,13,正常營運,南京西路/西寧北路(西北側),
大同區,哈密街23巷19弄口,4,19,23,正常營運,敦煌路78號,
大同區,民權西路160巷口,3,12,15,正常營運,民權西路160巷口西側,
大同區,重慶北路三段205巷口,5,14,19,正常營運,重慶北路三段203-5號前,
大同區,承德路二段91巷口,15,5,20,正常營運,承德路二段91巷/承德路二段(東南側),
大同區,酒泉庫倫街口,10,5,15,正常營運,酒泉街52號(前),
大同區,民族西大龍街口,4,11,16,正常營運,民族西路165號(前),
大同區,承德路三段324巷口,24,21,45,正常營運,承德路三段316號(旁),
大同區,玉泉公園(鄭州路),12,8,20,正常營運,鄭州路/西寧北路(西南側),
大同區,玉泉公園(忠孝西路),21,4,25,正常營運,忠孝西路二段/西寧北路(西北側),
大同區,太平國小,3,20,23,正常營運,重慶北路二段184號旁,
大同區,明倫高中,10,22,32,正常營運,承德路三段336號旁,
大同區,伊寧重慶北路口,6,9,15,正常營運,伊寧街/重慶北路三段,
大同區,永樂國小,0,17,17,正常營運,安西街128號對面,
大同區,民權延平路口(西南側),8,6,14,正常營運,民權西路與延平北路二段口(西南側),
大同區,捷運民權西路站(1號出口),8,11,19,正常營運,捷運民權西路站(1號出口),
