行政區,站點名稱,可借車輛,可還空位,總車位數,營運狀態,地址,更新時間
大同區,承德路三段301巷,4,35,39,正常營運,承德路三段299巷14號(對面公園),
大同區,捷運圓山站(庫倫街61巷口),13,21,35,正常營運,庫倫街/庫倫街61巷口(西北側),
大同區,大龍國小地下停車場,5,12,17,正常營運,哈密街45巷4號(對面),
大同區,捷運北門站(1號出口),0,26,26,正常營運,塔城街/忠孝西路二段(西北側),
大同區,重慶北路派出所,10,8,18,正常營運,重慶北路三段320-2號,
大同區,承德路三段251巷口,11,9,20,正常營運,承德路三段219號,
大同區,忠和公園,3,8,12,正常營運,歸綏街301號(旁),
士林區,劍潭抽水站,12,5,17,正常營運,通河東街325巷/通河東街口,
士林區,通河東街大南路口,6,8,15,正常營運,通河東街1段192號(旁),
士林區,福港街停車場,13,25,38,正常營運,華齡街175號(旁),
士林區,百齡國小,19,46,68,正常營運,前港街104號(對面),
士林區,雨聲街165巷口,9,15,24,正常營運,雨聲街/雨聲街165巷(西北側),
士林區,天和公園,4,12,16,正常營運,中山北路七段14巷(公園西側),
士林區,中山天母路口,10,19,29,正常營運,天母西路3-55號前人行道,
士林區,天母運動公園,23,39,62,正常營運,忠誠路二段/忠誠路二段207巷(東南側),
士林區,臺北市立大學(天母校區),24,15,48,正常營運,士東路276號至280號對面人行道,
士林區,忠誠路二段53巷,26,11,37,正常營運,忠誠路2段53巷7號(對面),
士林區,天母棒球場,16,10,26,正常營運,忠誠路二段122號(對面),
士林區,天母北天玉街口,12,10,22,正常營運,天母北路33號(前),
士林區,蘭興公園,24,37,61,正常營運,中山北路六段/士東路(西北側),
士林區,明勝公園,12,2,14,正常營運,承德路4段6巷71號(對面),
士林區,劍潭海外青年活動中心,12,11,23,正常營運,中山北路4段/通河街口,
士林區,忠誠路一段173巷口,9,2,11,正常營運,忠誠路一段177號(前),
士林區,雨農國小,7,14,21,正常營運,忠義街6號對側,
士林區,忠誠公園,5,20,25,正常營運,忠誠路一段18號(對面),
士林區,芝山抽水站,6,35,41,正常營運,至誠路二段47-49號(前),
士林區,至誠路一段305巷口,4,17,21,正常營運,至誠路一段303號(對面),
士林區,華齡公園,5,27,32,正常營運,劍潭路76號(對面),
士林區,前港公園(福德宮),5,26,31,正常營運,後港街134巷/後港街口,
士林區,華齡街185巷口,13,2,18,正常營運,華齡街188號(前),
士林區,前港公園(前港街),4,23,27,正常營運,前港街48號(對面),
士林區,百齡高中,16,11,27,正常營運,承德路四段179巷/承德路4段口,
士林區,捷運芝山站(2號出口),14,36,50,正常營運,福華路151號(對面),
士林區,臺灣戲曲中心,6,19,25,正常營運,文林路751號(南側),
士林區,捷運劍潭站(2號出口),16,33,49,正常營運,基河路18號(對面),
士林區,劍潭基河路口,37,29,66,正常營運,劍潭路基河路口(捷運站橋下空間),
士林區,志成公園,0,23,23,正常營運,雨農路7巷口,
士林區,福林國小,9,17,26,正常營運,福志路50號(對面),
士林區,中山中正路口,11,8,19,正常營運,中山北路五段609號(前),
士林區,士林運動中心,26,4,30,正常營運,士商路1號(前),
士林區,陽明高中,56,21,77,正常營運,中正路510號(前),
士林區,兒童新樂園,14,9,23,正常營運,承德路五段55號(旁公車亭),
士林區,臺北市立天文館,29,21,50,正常營運,基河路363號(前),
士林區,華聲公園,26,8,35,正常營運,華聲街17號(南側路側),
士林區,福林公園,13,12,25,正常營運,福林路/中山北路五段(東北側),
士林區,捷運士林站(2號出口),15,14,30,正常營運,中山北路五段505巷44弄2號(對面),
士林區,銘傳大學,19,7,26,正常營運,中山北路五段250號(銘傳大學對側),
士林區,士林高商,13,12,26,正常營運,士商路150號(校門旁),
士林區,蘭雅公園,27,11,38,正常營運,忠誠路二段/忠誠路二段40巷(西南側),
士林區,聯合醫院陽明院區,9,15,25,正常營運,雨聲街105號(南側),
士林區,捷運芝山站(1號出口),9,26,35,正常營運,福華路114號(對面),
士林區,至誠公園,5,15,20,正常營運,至誠路一段80號(對面),
士林區,原住民文化主題公園,12,9,21,正常營運,至善路二段280號(對面),
士林區,通河東街2段10巷口,5,10,15,正常營運,通河東街2段5號(對面),
士林區,梅林新村,7,18,25,正常營運,至善路一段/至善路一段138巷(北側),
士林區,延平北中正路口,17,13,30,正常營運,中正路613號(對面),
士林區,重慶北路四段190巷口,3,10,13,正常營運,重慶北路四段198號(前),
士林區,重慶北葫東街口,4,11,15,正常營運,重慶北路四段177號(前),
士林區,葫蘆國小,12,18,30,正常營運,環河北路三段/葫蘆街(東北側),
士林區,士林3號廣場,7,31,38,正常營運,中山北路六段81號(旁),
士林區,社正公園,3,12,15,正常營運,社中街39號(對面),
士林區,社子國小,9,2,11,正常營運,延平北路六段258巷/社中街(南側),
士林區,社中街384巷口,8,16,24,正常營運,通河西街二段194號(對面),
士林區,忠誠路一段138號,11,3,15,正常營運,忠誠路一段138號(斜前方),
士林區,社子公園,5,26,31,正常營運,永平街20巷37弄/永平街20巷11弄(社子公園南側),
士林區,國立故宮博物院,4,23,27,正常營運,力行街8號(對面),
士林區,泰北高中,14,9,23,正常營運,福林路240號(前),
士林區,後港公園,10,5,15,正常營運,通河東街二段26號(旁公園),
士林區,重慶北路四段117號,3,21,24,正常營運,重慶北路四段117號(前),
士林區,社子島島頭公園,8,14,22,正常營運,延平北路九段323號(後方堤外),
士林區,延平北路八段133巷口,5,17,22,正常營運,延平北路八段133巷42號(對面),
士林區,坤天亭,5,9,14,正常營運,延平北路八段96巷15號(前),
士林區,社子島濕地解說小築,9,6,15,正常營運,社子島濕地解說小築,
士林區,福安國中,10,14,25,正常營運,延平北路七段250號(前),
士林區,福安消防分隊,10,10,20,正常營運,延平北路七段42之7號(對面),
士林區,聖山綠地,11,4,15,正常營運,忠義街94號(旁),
士林區,芝山國小,28,9,38,正常營運,德行東路285號(德行東路283巷側人行道),
士林區,士林新天地,14,15,29,正常營運,大南路325號前方,
士林區,蘭雅國小,20,9,30,正常營運,礦溪街與中山北路六段195巷口,
士林區,中正基河路口,14,23,37,正常營運,中正路420號(基河路300巷),
士林區,福林公園(福林路),16,29,47,正常營運,福林路15號(前),
士林區,至善臨溪路口,11,37,48,正常營運,至善路一段/臨溪路(西南側),
士林區,市立圖書館葫蘆堵分館,8,10,18,正常營運,延平北路五段136巷1號前,
士林區,東山路110巷口,10,6,16,正常營運,東山路114號對側,
士林區,永平社會住宅,5,10,15,正常營運,環河北路三段261巷2號,
士林區,雨農橋,11,13,24,正常營運,福志路14巷42號(對面),
士林區,通河街76巷/承德路四段10巷口,9,5,14,正常營運,承德路四段10巷37號(旁),
士林區,芝山聖佑宮,2,23,25,正常營運,雨聲街90號旁,
士林區,至誠雨聲街口,3,6,9,正常營運,至誠路二段與雨聲街口東北側,
士林區,捷運線型公園(後街),2,26,28,正常營運,後街15號旁,
士林區,天母公園,7,5,12,正常營運,中山北路七段141巷30號對側,
士林區,基河文林路口,13,37,50,正常營運,基河路3-1號對側人行道,
士林區,文林福華路口,16,21,38,正常營運,文林路 / 福華路口(東側),
士林區,劍潭海外青年活動中心_1,8,31,39,正常營運,通河街 / 通河街2巷(南側),
士林區,社子國小_1,19,31,50,正常營運,延平北路六段/社中街(社子國小對面跨提便道橋下),
士林區,捷運劍潭站(1號出口),11,59,70,正常營運,捷運劍潭站(1號出口)北側,
士林區,德行東山路口,2,10,12,正常營運,德行東路/東山路(西北側),
士林區,重慶北通河西街口,6,6,12,正常營運,重慶北路四段276號(前),
士林區,葫蘆國小(延平北路五段285巷),4,21,25,正常營運,環河北路三段/延平北路五段285巷,
士林區,社子市場,1,14,15,正常營運,延平北路六段67號旁,
士林區,士林區農會社子分部,0,8,8,正常營運,社子街162號旁,
士林區,承德劍潭路口,15,4,19,正常營運,承德路四段與劍潭路口西側,
士林區,文林路101巷口,5,12,17,正常營運,文林路100號前,
士林區,延平北路五段257巷15弄口,8,3,11,正常營運,葫蘆街184號對側,
士林區,延平北路五段257巷4弄口,3,12,15,正常營運,延平北路五段257巷17號前,
士林區,啟明學校,12,4,16,正常營運,忠誠路二段200號(新光三越天母店)對側,
士林區,中山福國路口,3,11,14,正常營運,中山北路五段837號前,
士林區,德行公園,13,14,27,正常營運,德行西路33號對側,
士林區,承德後港街口,7,13,20,正常營運,承德路四段/後港街口,
士林區,中山北路五段698巷口,15,0,15,正常營運,中山北路五段692號前,
士林區,捷運士林站(1號出口),22,38,60,正常營運,中正路236巷/中正路口,
士林區,捷運芝山站(2號出口)_1,12,48,62,正常營運,福華路/福華路162巷(東南側),
士林區,銘傳大學(中山北路五段280巷口),4,18,23,正常營運,中山北路五段280巷口,
士林區,海光公園南側,7,5,12,正常營運,葫蘆街79號對側公園,
士林區,士商路40巷口,11,4,15,正常營運,士商路40巷2號旁,
士林區,劍潭郵局,21,11,32,正常營運,基河路/承德路四段77巷口(捷運橋下),
士林區,士東路91巷口,4,11,16,正常營運,士東路91巷3號旁,
士林區,美崙公園,9,13,22,正常營運,美崙街118號斜對面人行道,
士林區,臺北市立大學(忠誠路二段207巷),15,2,17,正常營運,忠誠路二段207巷/士東路299巷口,
士林區,天母東路8巷/忠誠路二段154巷口,17,8,25,正常營運,天母東路8巷57號對側,
士林區,美崙公園(東北側),4,21,25,正常營運,文林路587巷115號對側,
士林區,福安河濱公園,6,8,14,正常營運,延平北路七段145巷45號斜對面,
士林區,忠誠忠義街口(北側),6,7,13,正常營運,忠誠路一段125號前,
士林區,忠誠忠義街口(南側),3,10,14,正常營運,忠誠路一段109號前,
士林區,士林國小,4,11,15,正常營運,福德路與福德路48巷口,
士林區,雙溪濕地公園,8,7,15,正常營運,承德路五段與承德路五段150巷口西南側,
士林區,劍潭海外青年活動中心(志清大樓),21,9,30,正常營運,中山北路四段16號(志清大樓旁),
士林區,天和一號公園,2,13,15,正常營運,天母東路69巷/天母東路,
士林區,忠誠路二段178巷口,3,12,15,正常營運,忠誠路二段178巷13號對面,
士林區,克強磺溪街口,8,16,24,正常營運,克強路與磺溪街口西南側,
士林區,蘭雅公園(西側),13,2,15,正常營運,德行東路109巷75號東側,
士林區,福林路100巷77弄口,8,10,18,正常營運,福林路100巷/福林路100巷77弄,
士林區,福林路100巷11弄口,11,4,15,正常營運,福林路100巷11弄/福林路100巷77弄,
士林區,重慶北路四段190巷口(通河西街側),9,7,16,正常營運,通河西街一段92號對側,
士林區,承德區民活動中心,7,18,25,正常營運,承德路四段5-1號(前),
士林區,福林路255巷口,8,10,18,正常營運,福林路255巷口,
士林區,中山北路五段378巷口,10,17,27,正常營運,中山北路五段380號(前),
士林區,中山北路六段405巷,3,18,21,正常營運,中山北路六段405巷60-3號(前),
士林區,圓山育樂中心,6,16,22,正常營運,中山北路五段6號(前),
士林區,至善公園,8,16,25,正常營運,至善路/福林路254巷(北側),
士林區,社子島抽水站,6,8,15,正常營運,延平北路七段106巷353號前,
士林區,中山北路六段427巷口,4,7,12,正常營運,中山北路六段423號(前),
士林區,士林分局,11,12,24,正常營運,文林路235號(旁),
士林區,忠誠路二段98巷口,5,19,24,正常營運,忠誠路二段96號(前),
士林區,東吳大學,3,19,22,正常營運,臨溪路70號,
士林區,福志公園,12,10,22,正常營運,雨農路100巷20號旁,
士林區,德行東路331巷口,9,5,14,正常營運,德行東路331巷6號前,
士林區,天母北路87巷9弄,10,9,20,正常營運,天母北路87巷9弄5號,
士林區,重慶北路四段108號(通河西街側),11,6,17,正常營運,重慶北路四段108號,
士林區,臺灣戲曲中心(文林德行西路口),17,10,27,正常營運,文林路/德行西路口(西南側),
士林區,中山北路六段252巷口,2,8,10,正常營運,中山北路六段248號(前),
士林區,志成中正路口,6,11,17,正常營運,志成街21號(對面),
士林區,承德中正路口,10,8,18,正常營運,中正路525號(對面),
士林區,士商中正路口(西南側),13,6,20,正常營運,士商路94號(旁),
士林區,天母公園平面停車場,5,14,20,正常營運,中山北路七段191巷22弄2號(對面),
士林區,通河東街福港街262巷口,9,11,20,正常營運,通河東街一段83號旁,
士林區,明安宮,2,13,15,正常營運,延平北路七段106巷201號,
士林區,中山北路五段756巷口,15,6,21,正常營運,中山北路五段752號(前),
文山區,台北花木批發市場,26,14,40,正常營運,萬盛街/興隆路一段(西北側),
文山區,捷運萬隆站(4號出口),19,3,22,正常營運,羅斯福路5段210號(前),
文山區,捷運萬隆站(1號出口),13,21,34,正常營運,羅斯福路五段250號(前),
文山區,萬和二號公園,7,28,35,正常營運,萬隆街255號(對面),
文山區,捷運萬隆站(2號出口),5,8,18,正常營運,興隆路一段70巷/羅斯福路5段211巷26弄口,
文山區,景仁公園,1,14,16,正常營運,羅斯福路六段142巷1號(旁),
文山區,捷運景美站(2號出口),19,68,87,正常營運,景文街1號(對面),
文山區,羅斯福景隆街口,10,40,50,正常營運,羅斯福路六段/景隆街口(東南側),
文山區,景福街/羅斯福路6段142巷口,5,23,28,正常營運,景福街/羅斯福路6段142巷口,
文山區,興旺公園,12,18,30,正常營運,福興路106巷28弄96號(對面),
文山區,興福國中,14,7,21,正常營運,福興路95巷/福興路63巷4弄口,
文山區,興隆路2段203巷,11,21,32,正常營運,興隆路2段203巷108號(對面),
文山區,景美運動公園,2,24,26,正常營運,景豐街79號(旁公園),
文山區,景美醫院,5,13,18,正常營運,羅斯福路六段280號(前),
文山區,師範大學公館校區,1,13,14,正常營運,汀州路四段77號(旁),
文山區,景華街128巷口,18,10,29,正常營運,景華街124號(旁汽車格),
文山區,仙跡岩登山口(景興路),12,10,22,正常營運,景興街239號(前),
文山區,國立政治大學,46,16,62,正常營運,指南路二段153號(對面),
文山區,捷運動物園站,33,24,57,正常營運,新光路二段30號(對面),
文山區,捷運木柵站,12,34,46,正常營運,木柵路四段82巷18號前(捷運橋樑下),
文山區,捷運萬芳社區站,7,41,48,正常營運,萬芳路60號(西側廣場),
文山區,文山運動中心,14,22,36,正常營運,興隆路三段/興隆路三段192巷8弄,
文山區,捷運辛亥站,21,21,42,正常營運,辛亥路四段114號(旁人行道),
文山區,興豐公園,19,17,36,正常營運,興隆路二段123巷/興隆路二段(西北側),
文山區,木柵光輝路口,24,9,33,正常營運,木柵路一段290號(旁),
文山區,考試院,0,39,39,暫停營運,試院路(雙號)/木柵路一段(東北側),
文山區,和興路26巷口,1,37,39,正常營運,和興路44巷 / 和興路26巷口,
文山區,世新大學,7,37,44,正常營運,木柵路一段17巷1號(西側),
文山區,一壽橋,6,22,28,正常營運,樟新街64號前方,
文山區,臺北市立景美女中,20,5,25,正常營運,木新路三段/一壽街(西北側),
文山區,永安藝文館_表演36房,7,22,29,正常營運,木新路二段156號前人行道(永安市場),
文山區,忠順區民活動中心,7,27,34,正常營運,忠順街二段22號前方人行道(忠順區民活動中心),
文山區,景文中學,13,51,64,正常營運,保儀路/木柵路三段102巷口(西南側),
文山區,老泉街籃球場,9,11,20,正常營運,老泉街26巷老泉街口(籃球場前),
文山區,文山行政中心,28,12,40,正常營運,木柵路三段220號(前),
文山區,木柵公園,7,18,38,正常營運,興隆路四段50號(前),
文山區,興隆公共住宅D2區,20,5,27,正常營運,興隆路四段105巷49號(旁),
文山區,木新路3段95巷口,6,18,24,正常營運,木新路三段95巷30號(對面),
文山區,樟腳里公園,5,10,15,正常營運,木新路二段299巷15號(旁),
文山區,實踐國中,4,9,13,正常營運,忠順街一段2號(旁),
文山區,指南路3段2巷,8,5,13,正常營運,指南路三段4號(旁),
文山區,萊茵公園,5,16,21,正常營運,忠順街二段87巷25弄29號,
文山區,木柵社會住宅,2,9,12,正常營運,久康街24巷46號對側,
文山區,秀明路一段185巷口,4,16,20,正常營運,秀明路一段與秀明路一段185巷口,
文山區,秀明路一段129巷口,9,13,22,正常營運,秀明路一段129巷與秀明路一段路口,
文山區,恆光橋(老泉街),3,10,13,正常營運,老泉街/恆光街口,
文山區,萬有3號公園,10,4,14,正常營運,景隆街105號(對面),
文山區,捷運萬芳醫院站(興隆路三段115巷),14,6,20,正常營運,興隆路三段115巷2號,
文山區,興得閱覽室,8,16,24,正常營運,興隆路三段304巷145號,
文山區,辛亥生態公園,14,9,23,正常營運,辛亥路四段199號,
文山區,博嘉運動公園,3,9,12,正常營運,木柵路四段159巷16號,
文山區,仙岩公園,0,20,20,正常營運,仙岩路16巷37號旁,
文山區,政大一街口,4,10,14,正常營運,政大一街19號對側,
文山區,文山第二行政中心,21,17,38,正常營運,興隆路二段160-1號前,
文山區,移民署訓練中心,9,4,13,正常營運,興隆路三段306號,
文山區,海巡署(南側),7,3,10,正常營運,興隆路三段211號對側(公車亭後),
文山區,明道國小東南側,2,26,28,正常營運,興隆路四段109巷116號對側,
文山區,木南公園,5,12,17,正常營運,木新路二段永安街22巷口,
文山區,實踐國中(木新路三段310巷口),6,11,17,正常營運,忠順街一段木新路三段310巷口,
文山區,師範大學公館校區_1,0,33,34,正常營運,師大公館校區校門口(汀州路側),
文山區,捷運動物園站(2號出口),0,39,39,暫停營運,新光路二段28號前,
文山區,政大水岸電梯,5,5,10,正常營運,政治大學水岸電梯旁,
文山區,敦南山林,2,12,14,正常營運,木柵路四段159巷16弄(社區出入口對側),
文山區,景美污水抽水站,0,15,15,正常營運,汀州路四段10號北側人行道,
文山區,萬和三號公園(北側),6,29,35,正常營運,溪洲街107巷(公園北側),
文山區,景興國中,1,9,10,正常營運,三福街4巷與景興路46巷口,
文山區,景仁公園_1,2,28,30,正常營運,景仁街 / 羅斯福路六段142巷口(北側),
文山區,師大公館校區學二舍,1,83,84,正常營運,臺灣師範大學學二舍西側人行道,
文山區,景行公園,7,8,15,正常營運,景中街與景中街30巷口,
文山區,萬興國小,12,13,25,正常營運,秀明路二段114號公車亭旁,
文山區,辛亥路四段77巷口,4,19,23,正常營運,辛亥路四段77巷口,
文山區,景興路42巷口,1,11,12,正常營運,景興路42巷與景興路口西南側,
文山區,木柵路三段48巷,7,8,15,正常營運,木柵路三段48巷1弄口,
文山區,木柵路二段109巷,3,12,15,正常營運,木柵路二段109巷14號旁,
文山區,試院公園,8,7,15,正常營運,木柵路一段59巷29號對側,
文山區,樟樹公園,8,7,15,正常營運,忠順街一段26巷30弄1號對側,
文山區,萬美萬安街口,13,12,25,正常營運,萬美街一段/萬安街口,
文山區,興隆路二段203巷(敦南),17,10,27,正常營運,興隆路二段203巷16號,
文山區,新光秀明路口,7,8,15,正常營運,新光路一段145號前,
文山區,光輝路134巷口,7,8,15,正常營運,光輝路140號對側,
文山區,光輝公園,18,9,27,正常營運,光輝路7號後側,
文山區,木新公園,8,4,12,正常營運,木新路三段278巷11號斜對面,
文山區,興隆路二段275巷1弄口,1,12,16,正常營運,興隆路二段275巷1弄2號前,
文山區,中國科技大學,13,8,21,正常營運,興隆路三段56號,
文山區,樟新街8巷,9,8,17,正常營運,樟新街8巷9號對側,
文山區,仙岩路22巷口,22,6,28,正常營運,仙岩路26號旁,
文山區,木柵萬芳路口,6,23,29,正常營運,木柵路四段75號對側自行車道旁,
文山區,福興路78巷,13,1,14,正常營運,福興路78巷/福興路78巷10弄,
文山區,辛亥木柵路口,17,3,20,正常營運,辛亥路六段100巷對側,
文山區,興泰公園,3,9,12,正常營運,辛亥路四段166巷24號對側,
文山區,興岩社會福利綜合大樓,14,4,18,正常營運,興隆路二段88號前,
文山區,興隆路二段22巷9弄口,7,6,13,正常營運,興隆路二段22巷9弄與景興街23巷6弄口,
文山區,木新路三段155巷口,4,11,15,正常營運,木新路三段156號(前),
文山區,景興路102巷口,5,9,14,正常營運,景華街52巷/景興路102巷,
文山區,景福街223巷,2,16,18,正常營運,溪口街85巷19弄14號,
文山區,達賢圖書館,8,18,27,正常營運,政大達賢圖書館西側人行道,
文山區,捷運木柵站(西側),3,23,26,正常營運,捷運木柵站出入口(西側),
文山區,世新大學(試院路),6,10,16,正常營運,試院路102-1號對側,
文山區,興隆社會住宅D1區,10,20,31,正常營運,木柵路二段2巷52號旁,
文山區,名門社區,8,10,18,正常營運,和平東路四段77號對側,
文山區,政大國際會館,4,16,20,正常營運,秀明路二段112巷19號,
文山區,萬芳出租國宅,26,10,36,正常營運,萬寧街36巷口,
文山區,景美國小,2,23,25,正常營運,景文街108號旁,
文山區,景文街142巷口,2,14,16,正常營運,景文街與景文街142巷口(景美橋旁),
文山區,保儀路142巷,16,6,22,正常營運,保儀路142巷2號前,
文山區,和興水岸社會住宅,13,16,29,正常營運,和興路88-1號(對面),
文山區,萬芳路107巷口,9,11,20,正常營運,萬芳路111-113號(旁),
文山區,考選部國家考場,26,0,26,正常營運,木柵路一段70巷口,
文山區,明道國小(明道國宅),4,22,26,正常營運,興隆路四段109巷40號北側,
文山區,興隆社會住宅A區,18,31,49,正常營運,興隆路四段42巷1號(旁),
文山區,景興路177巷,10,1,11,正常營運,景興路177巷5號(對面),
文山區,捷運景美站(1號出口),3,18,21,正常營運,景中街2號(羅斯福路側),
文山區,秀明路二段92巷口,11,15,27,正常營運,秀明路二段86號前方,
文山區,樟新社會住宅,5,15,20,正常營運,樟新街65號西側,
文山區,忠順路二段57巷口,8,10,18,正常營運,忠順路二段58號旁,
文山區,景豐公園,10,4,18,正常營運,興隆路一段251巷3弄1號對側,
文山區,樟新區民活動中心,11,9,20,正常營運,樟新街15巷/一壽街口,
文山區,貓空纜車動物園站,13,35,48,正常營運,新光路二段8號(對側),
文山區,保儀公園(興隆路四段195巷),4,7,11,正常營運,木新路三段74巷11號北側,
文山區,景新大樓,8,8,16,正常營運,景後街151號(旁),
文山區,文山溪洲福德宮,2,25,27,正常營運,溪洲街43號,
中正區,臺北自來水事業處,12,8,20,正常營運,思源街1號東側,
中正區,汀州思源街口東南側,0,21,34,暫停營運,汀州路三段思源街口東南側,
中正區,捷運公館站(1號出口),5,7,12,正常營運,羅斯福路四段68號,
中正區,捷運公館站(4號出口),6,6,12,正常營運,羅斯福路四段48號,
中正區,捷運古亭站(9號出口),14,10,24,正常營運,羅斯福路二段100號(前方),
中正區,捷運古亭站(2號出口),5,50,55,正常營運,羅斯福路二段168號前,
中正區,捷運臺電大樓站(1號出口),9,25,34,正常營運,辛亥路一段/羅斯福路三段南側,
中正區,客家文化主題公園,0,31,31,正常營運,師大路/金門街11巷口對側人行道,
中正區,河堤國小,18,38,59,正常營運,汀洲路二段182巷內186號旁,
中正區,紀州庵,1,44,45,正常營運,水源路/同安街口(東側),
中正區,捷運臺電大樓站(5號出口),4,17,21,正常營運,羅斯福路三段126號前,
中正區,捷運臺電大樓站(4號出口),8,5,13,正常營運,師大路/羅斯福路三段西側,
中正區,羅斯福三段金門街口,8,7,15,正常營運,羅斯福路三段2號前,
中正區,牯嶺公園,38,31,69,正常營運,廈門街113巷/牯嶺街口(西側),
中正區,捷運古亭站(8號出口),6,7,15,正常營運,和平西路一段13-1號前方,
