行政區,站點名稱,可借車輛,可還空位,總車位數,營運狀態,地址,更新時間
北投區,桃源國中,28,21,49,正常營運,中央北路四段32號(旁),
北投區,陽明交大圖書館,14,23,37,正常營運,陽明交大圖書館後方機車停車場,
北投區,捷運新北投站(2號出口),9,14,24,正常營運,光明路225號(對面),
北投區,復興公園,3,25,28,正常營運,中和街61號對側,
北投區,承德石牌路口,13,4,17,正常營運,承德路七段與石牌路一段口北側,
北投區,承德路七段188巷口,8,8,16,正常營運,承德路七段192-198號前,
北投區,捷運明德站(3號出口),21,27,48,正常營運,西安街一段183號對側,
北投區,大豐公園,35,13,48,正常營運,大興街145號前,
北投區,洲美公園,24,6,30,正常營運,福美路199號旁,
北投區,中和街455巷11弄,12,12,25,正常營運,中和街455巷11弄6-8號(前),
北投區,洲美蜆仔港公園,5,22,27,正常營運,洲美蜆仔港公園西南側(福美路側),
北投區,文化三杏林一路口,6,11,17,正常營運,杏林一路3號(旁),
北投區,珠海復興一路口,9,19,28,正常營運,珠海路/復興一路口(東側),
北投區,裕民二路33巷,12,3,15,正常營運,裕民二路33巷/裕民六路(西北側),
北投區,新奇岩社會住宅,8,4,12,正常營運,磺港路269-271號(旁),
北投區,泉源公園,10,10,20,正常營運,珠海路145號(對側公園),
北投區,奇岩4號綠地,13,11,24,正常營運,三合街一段79巷16號(對面),
北投區,臺北健康護理大學(教研大樓),16,11,27,正常營運,石牌路二段185號對側,
北投區,奇岩一號公園,10,13,23,正常營運,三合街一段82巷127號(旁),
北投區,福星公園,16,35,51,正常營運,文林北路280號(對側公園),
北投區,中庸公園,3,9,12,正常營運,珠海路1號旁,
北投區,豐年公園_1,3,30,33,正常營運,大業路539號,
北投區,光明溫泉路口,17,13,30,正常營運,光明路148號對側人行道,
北投區,和信治癌中心醫院,6,19,25,正常營運,立德路125號,
北投區,致遠新村,6,15,22,正常營運,秀山路26號(懷遠新村社區入口南側),
北投區,北投公園露天溫泉,7,8,15,正常營運,中山路6號西側(北投溪木道西側),
北投區,中和街493巷9弄口,2,14,16,正常營運,中和街493巷9弄2號對側,
北投區,捷運北投站(1號出口),18,38,58,正常營運,光明路2巷/光明路交叉口,
北投區,石牌立農街口,16,13,29,正常營運,石牌路二段/立農街二段口,
北投區,捷運唭哩岸站(1號出口),7,13,20,正常營運,捷運唭哩岸站一(東華) 公車亭對側人行道,
北投區,大興光明路2巷口,7,6,14,正常營運,大興街50號對側人行道,
北投區,捷運忠義站(2號出口),21,12,33,正常營運,捷運忠義站(2號出口)無障礙坡道旁,
北投區,福國承德路口,10,5,15,正常營運,承德路六段80號南側,
北投區,捷運北投站(1號出口)(北投路側),37,3,40,正常營運,捷運北投站(1號出口)(北投路側),
北投區,華固創富中心,7,8,15,正常營運,承德路六段120號(北側地下室車道旁),
北投區,崇仰公園(公舘路255巷),5,14,20,正常營運,公舘路255巷43號東側道路對面,
北投區,北投文化公園(北側),14,5,20,正常營運,文化三路2號西側公園,
北投區,中和綠地,9,21,30,正常營運,中和街365號旁,
北投區,大業路65巷口,12,12,25,正常營運,大業路/大業路65巷口,
北投區,公舘承德路口,12,13,25,正常營運,承德路七段390號前,
北投區,文林北明德路口(東北側),8,7,15,正常營運,文林北路112號,
北投區,永興路一段32巷口,9,11,20,正常營運,永興路一段32巷/永興路一段,
北投區,國立陽明交通大學(甲棟),4,23,30,正常營運,立農街二段155之1號,
北投區,關渡國中,5,18,24,正常營運,知行路210巷16號前對側,
北投區,立功街55巷口,11,10,21,正常營運,立功街76號對側,
北投區,承德路七段401巷(洲美橋下),0,25,25,暫停營運,承德路七段401巷200號斜對面,
北投區,大業路(農禪寺),7,9,16,正常營運,大業路6號,
北投區,中國電影製片廠,11,4,15,正常營運,中央北路二段400號,
北投區,北投新興公園,9,6,15,正常營運,新興路/崗山路,
北投區,捷運石牌站(2號出口)(西安街一段),11,11,23,正常營運,西安街一段325號對側,
北投區,華碩立功大樓,6,9,15,正常營運,立德路115號東北側,
北投區,關渡碼頭,47,52,99,正常營運,關渡碼頭東南側,
北投區,珠海路(48號公園),13,8,21,正常營運,珠海路/48號公園公車站,
北投區,承德文林北路口(西側),8,7,16,正常營運,承德路六段483-1號前,
北投區,石牌路二段324巷口,9,6,15,正常營運,石牌路二段324巷1號(對面),
北投區,北投文化公園(中央北路),7,9,16,正常營運,中央北路一段228巷3號(旁),
北投區,泉源路23巷口,7,18,25,正常營運,泉源路23巷/泉源路,
北投區,大業路667巷口,9,11,23,正常營運,大業路673號,
北投區,幼華中學(大業路),5,21,26,暫停營運,大業路512號,
北投區,溫泉路68巷6弄口,2,16,19,正常營運,溫泉路68巷6弄15之1號(北側),
北投區,親水公園,8,12,20,正常營運,大業路527巷/中央北路二段257巷,
北投區,文林橋(文林北路75巷),0,25,25,正常營運,文林北路75巷/文林北路53巷(南側橋下),
北投區,榮華公園,1,25,26,正常營運,明德路188巷/明德路188巷10弄(東側),
北投區,北投市場(民族街口),18,6,24,正常營運,公舘路69號西側,
北投區,奇岩抽水站,15,11,26,正常營運,磺港路261號,
北投區,溫泉路81號,13,7,20,正常營運,溫泉路81-1號對面,
北投區,北投公園噴泉,9,18,27,正常營運,中山路1-8號對面,
北投區,振華公園,19,3,23,正常營運,振華街28號(對面),
北投區,三合街一段82巷62弄口,3,19,22,正常營運,三合街一段82巷71號(北側),
北投區,公舘西安街二段口,18,7,25,正常營運,公舘路/西安街二段(北側),
北投區,好市多北投店,28,34,62,正常營運,立德路117號,
北投區,薇閣高中,0,21,21,暫停營運,珠海路50號(薇閣高中大門對面),
北投區,彰化銀行北投分行,13,6,19,正常營運,大業路452巷6號,
北投區,中央北路一段197巷口,21,4,25,正常營運,中央北路一段195號西側,
北投區,福星公園地下停車場(出入口B),17,12,30,正常營運,北科路220號,
北投區,民族街36巷口,7,13,20,正常營運,民族街38號(前),
北投區,承德文承路口,11,9,20,正常營運,承德路六段335號旁,
北投區,承平福美路口,9,9,18,正常營運,承平路/福美路(西南側),
北投區,承美福國路口,25,5,30,正常營運,承美路/福國路(東南側),
北投區,北投22號線形公園共融遊戲場,11,32,43,正常營運,東華街二段198號對面,
北投區,承德路七段164巷口,11,7,18,正常營運,承德路七段166-1號(前),
北投區,光明路266號前,12,16,28,正常營運,光明路270號,
松山區,捷運松山站(4號出口),12,6,19,正常營運,八德路四段742號,
松山區,塔悠八德路口,7,26,34,正常營運,塔悠路2號(旁),
松山區,鵬程公園,2,22,24,正常營運,健康路399號北側,
松山區,中崙高中,32,53,85,正常營運,八德路四段91巷9號(對面),
松山區,捷運南京三民站(2號出口),1,18,19,正常營運,南京東路五段156號(前),
松山區,捷運南京三民站(1號出口),5,34,39,正常營運,捷運南京三民站(1號出口),
松山區,光復北路11巷口,5,26,31,正常營運,光復北路13號(旁),
松山區,捷運南京三民站(4號出口),0,12,13,正常營運,南京東路五段229號(前),
松山區,西松高中,0,14,14,正常營運,健康路325巷5弄5號(前),
松山區,民權復興路口,7,38,45,正常營運,民權東路三段119號(前),
松山區,民福三號綠地,7,12,20,正常營運,民族東路712號(對面),
松山區,民有一號公園,8,33,41,正常營運,敦化北路244巷43號(對面),
松山區,民生敦化路口,7,61,69,正常營運,敦化北路216號(對面),
松山區,松基公園,3,17,20,正常營運,長春路432號(對面),
松山區,三民路166巷口,2,10,12,正常營運,三民路166巷1號(對面),
松山區,民生活動中心,27,22,49,正常營運,民生東路五段163-1號(前),
松山區,捷運小巨蛋站(2號出口),23,2,26,正常營運,南京東路四段6號(前),
松山區,臺北市藝文推廣處,29,16,45,正常營運,八德路三段25號(前),
松山區,民生國小(敦化北路199巷),0,20,20,正常營運,敦化北路199巷15號(旁),
松山區,敦北公園,35,16,51,正常營運,敦化北路/富錦街77巷口(東南側),
松山區,民權運動公園,3,81,84,正常營運,民權東路四段/新中街口(西南側),
松山區,新東公園,18,33,51,正常營運,民生東路五段/塔悠路口(西南側),
松山區,民生光復路口,16,17,33,正常營運,光復北路266號(前),
松山區,三民公園,3,32,35,正常營運,撫遠街298號對側公園,
松山區,八德路三段74巷口,2,15,17,正常營運,八德路三段74巷95號南側,
松山區,八德路三段8巷口,3,15,18,正常營運,敦化南路1段77號(前),
松山區,三軍總醫院(松山分院),9,33,43,正常營運,光復北路/光復北路190巷口(東南側),
松山區,平安新城,1,16,18,正常營運,延壽街356巷/延壽街330巷16弄(東北側),
松山區,健康社會住宅,3,17,20,正常營運,健康路305號(前),
松山區,民權光復路口(東北側),4,35,39,正常營運,民權東路四段/光復北路(東北側),
松山區,市民東興路口,23,7,30,正常營運,東興路33號南側,
松山區,光復南路22巷口,23,5,29,正常營運,光復南路19號西側,
松山區,光復南路46巷,5,18,23,正常營運,光復南路46巷10號東側,
松山區,松山新城,7,20,27,正常營運,健康路78號(對面),
松山區,國土管理署,21,18,39,正常營運,八德路二段342號(前),
松山區,南京光復路口,28,2,31,正常營運,南京東路四段186號前,
松山區,民生立體停車場,8,16,24,正常營運,民生東路五段84號前,
松山區,健康新城,0,43,44,正常營運,健康路179號前,
松山區,健安新城,6,24,30,正常營運,三民路43巷1號前,
松山區,復盛公園,1,35,37,正常營運,八德路四段106巷/八德路四段106巷6弄口(東側),
松山區,中崙福成宮,1,26,27,正常營運,市民大道四段73號前,
松山區,捷運南京復興站(7號出口),11,4,15,正常營運,慶城街1號(東南側),
松山區,捷運南京復興站(5號出口),52,16,68,正常營運,南京東路三段262號,
松山區,塔悠疏散門,25,7,32,正常營運,民權東路五段41之1號,
松山區,臺北田徑場,19,52,71,正常營運,敦化北路/八德路三段(東北側),
松山區,捷運小巨蛋站(5號出口),16,5,22,正常營運,南京東路四段75-1號前,
松山區,敦化長春路口,21,13,34,正常營運,敦化北路112號前,
松山區,饒河疏散門(基四號疏散門),3,16,19,正常營運,松河街182號對側,
松山區,捷運松山站(2號出口),4,10,14,正常營運,八德路四段685號前,
松山區,民權東路三段106巷口,3,19,22,正常營運,民權東路三段102號前,
松山區,南京東路五段59巷口,6,11,17,正常營運,南京東路五段57號(前),
松山區,三民公園(塔悠路),5,15,20,正常營運,塔悠路/撫遠街261巷(西側),
松山區,寶清公園,10,13,23,正常營運,寶清街/寶清街30巷(北側),
松山區,西松公園,3,8,11,正常營運,健康路/南京東路五段251巷50弄(西側),
松山區,長壽公園,9,13,22,正常營運,健康路174號(旁),
松山區,復源公園,2,12,14,正常營運,八德路三段106巷62號(對面),
松山區,南京東路四段179巷口,12,1,13,正常營運,南京東路四段163號(前),
松山區,臺北田徑場(北寧路側),25,19,44,正常營運,八德路三段25號前,
松山區,西松高中(健康路325巷),4,26,31,正常營運,健康路325巷 / 健康路325巷12弄口(東北側),
松山區,南京東興路口,21,9,30,正常營運,南京東路五段 / 東興路口(北側),
松山區,捷運松山站(3號出口),22,30,52,正常營運,松山路/市民大道六段(西北側捷運3號出口),
松山區,介壽國中,23,20,43,正常營運,民生東路五段36巷/光復北路165巷,
松山區,敦化南京路口(東北側),4,20,25,正常營運,敦化北路/南京東路四段,
松山區,敦化八德路口,22,33,55,正常營運,敦化南路一段/八德路二段(西南側),
松山區,新東街51巷口,7,20,27,正常營運,三民路 / 新東街51巷口(東側),
松山區,八德立體停車場,21,13,34,正常營運,八德路/松信路(西南側),
松山區,長春慶城街口,15,13,28,正常營運,長春路431號前,
松山區,八德路四段652巷口,4,16,20,正常營運,八德路四段650號南側,
松山區,捷運松山站(1號出口),13,2,15,正常營運,八德路四段711號前,
松山區,捷運小巨蛋站(3號出口),5,23,28,正常營運,南京東路四段12號前,
松山區,捷運小巨蛋站(5號出口)_1,13,7,20,正常營運,南京東路四段/健康路(西北側),
松山區,敦化北路155巷口,12,18,30,正常營運,敦化北路151號前分隔島,
松山區,民生復興路口,6,24,30,正常營運,民生東路三段/復興北路(東南側),
松山區,市民延吉街口,13,17,30,正常營運,市民大道/延吉街(市民大道橋下空地),
松山區,龍城市場,2,20,22,正常營運,光復北路190巷35號對側,
松山區,捷運南京三民站(3號出口),21,7,28,正常營運,捷運南京三民站(3號出口),
松山區,塔悠基隆路口(麥帥一橋下),3,16,20,正常營運,南京東路五段386號前,
松山區,五常街370巷,3,8,11,正常營運,五常街370巷8號,
松山區,延壽街119巷口,6,9,15,正常營運,延壽街119巷/延壽街,
松山區,市民東寧路口,10,13,23,正常營運,市民大道五段111號前,
松山區,民福簡易綠地,4,11,15,正常營運,民族東路630號對側,
松山區,三民國小(撫遠街),1,24,26,正常營運,撫遠街390巷27號對側,
松山區,民生郵局,12,2,14,正常營運,民生東路五段191號,
松山區,民權敦化路口(西北側),11,13,24,正常營運,民權東路三段211號前人行道,
松山區,寶清八德路口(北側),11,7,19,正常營運,寶清街29號旁,
松山區,民生東路三段140巷口,5,10,15,正常營運,興安街/民生東路三段140巷,
松山區,新東延壽街口,14,10,24,正常營運,新東街1巷2號前,
松山區,健康公園,4,22,26,正常營運,健康路442號旁,
松山區,新中街4巷口,4,32,36,正常營運,三民路113巷33號,
松山區,光復北富錦街口,4,21,25,正常營運,光復北路/富錦街,
松山區,松山國小(東北側),9,14,24,正常營運,八德路四段847號(對側),
松山區,撫遠街403巷,14,19,33,正常營運,撫遠街403巷4號對側,
松山區,基六號疏散門,16,16,33,正常營運,基六號疏散門旁,
松山區,民權三民路口,6,14,20,正常營運,民權東路與三民路口北側,
松山區,民權運動公園(北側),3,27,30,正常營運,民權運動公園北側人行道,
松山區,中崙高中停車場,10,15,25,正常營運,光復北路11巷81號對側,
松山區,光復延壽街口(西北側),2,20,23,正常營運,光復北路238號,
松山區,富錦新東街口(西側),13,0,13,正常營運,富錦街515號前,
松山區,延壽街18巷口,2,15,17,正常營運,延壽街15號(對面),
松山區,民生東路四段97巷,9,17,26,正常營運,民生東路四段97巷4號,
松山區,民生東路五段177巷口,7,12,19,正常營運,民生東路五段167-3號前,
松山區,西松高中地下停車場,1,25,26,正常營運,三民路74巷8號對側,
松山區,民生東路五段69巷,8,9,17,正常營運,民生東路五段69巷23-2號(前),
松山區,民生東路五段137巷6弄口,4,12,16,正常營運,民生東路五段137巷6弄1號西側,
松山區,敦化北慶城街口,23,13,37,正常營運,敦化北路/慶城街,
松山區,南京東路三段338巷口,16,5,21,正常營運,南京東路三段342號,
松山區,民權東路三段175巷口,10,10,20,正常營運,民權東路三段173號前,
松山區,健康路225巷口,8,18,26,正常營運,健康路/健康路225巷,
南港區,南港公園(東新街),8,17,25,正常營運,東新街170巷1號西南側,
南港區,南港公園(福德街),15,41,56,正常營運,福德街383號北側,
南港區,捷運昆陽站(1號出口),15,50,65,正常營運,忠孝東路六段403號,
南港區,忠孝東路六段225巷口,15,20,35,正常營運,忠孝東路六段219號,
南港區,捷運後山埤站(1號出口),30,23,53,正常營運,中坡北路7號東側,
南港區,合樂公園,13,2,15,正常營運,玉成街46號東側,
南港區,合心廣場,17,26,43,正常營運,忠孝東路六段17號東北側,
南港區,成德國中,21,22,44,正常營運,東新街118巷15號南側,
南港區,玉成公園,18,18,36,正常營運,玉成街247號對側,
南港區,研究院舊莊街口,18,12,30,正常營運,舊莊街一段1號西側,
南港區,中研院綜合體育館東側,14,16,30,正常營運,研究院路二段128號(體育館),
南港區,國家生技園區,19,19,38,正常營運,研究院路一段130巷99號(國家生技園區),
南港區,捷運南港展覽館站(5號出口),40,33,73,正常營運,研究院路一段1號(5號出口),
南港區,中研公園,30,24,54,正常營運,研究院路二段12巷58弄9號西側,
南港區,福山公園,22,33,55,正常營運,福山街44巷27號東南側,
南港區,舊莊區民活動中心,19,21,40,正常營運,舊莊街一段91巷11號西南側,
南港區,凌雲市場,17,18,35,正常營運,研究院路三段68巷9號北側,
南港區,市民大道八段532號,13,17,30,正常營運,市民大道八段532號北側,
南港區,捷運南港軟體園區(2號出口),15,55,70,正常營運,經貿二路183號(2號出口),
南港區,南港國小,24,34,59,正常營運,惠民街67號東南側,
南港區,興中立體停車場(興中路),13,13,26,正常營運,興中路44巷1號東側,
南港區,臺北市立圖書館南港分館,37,3,40,正常營運,南港路一段350號,
南港區,東陽公園,19,37,56,正常營運,重陽路125巷34號東側,
南港區,向陽南港路口,6,38,44,正常營運,向陽路49號北側,
南港區,南港車站(忠孝東路七段415巷),4,7,11,正常營運,忠孝東路七段510號西北側,
南港區,捷運南港站(2號出口),8,15,23,正常營運,忠孝東路七段380號(2號出口),
南港區,捷運南港站(1號出口),15,5,20,正常營運,忠孝東路七段380號(1號出口),
南港區,東新國小,3,23,29,正常營運,興南街25號對面,
南港區,中華科技大學,11,9,20,正常營運,研究院路三段246號東側,
南港區,六福公園,11,8,19,正常營運,研究院路二段35巷23弄25號北側,
南港區,南港加壓站,12,12,24,正常營運,研究院路二段3巷1號西側,
南港區,臺北流行音樂中心(南港路),12,9,21,正常營運,南港路二段200-1號南側,
南港區,興南公園,19,7,26,正常營運,重陽路269號南側,
南港區,臺北流行音樂中心(市民大道),12,20,32,正常營運,市民大道八段99號,
南港區,南港車站(市民大道),20,10,30,正常營運,南港路一段313號(市民大道),
南港區,忠孝東路七段527巷口,6,20,26,正常營運,忠孝東路七段552號,
南港區,南港軟體園區(新民街),4,21,25,正常營運,新民街15號北側,
南港區,世貿公園,15,36,51,正常營運,經貿二路188-1號,
南港區,凌雲五村(研究院路三段8巷),11,15,26,正常營運,研究院路三段10巷1號東側,
南港區,新新公園(昆陽街60巷),11,9,20,正常營運,南港路三段47巷8號南側,
南港區,南港高中(昆陽街),23,3,26,正常營運,昆陽街58號東側,
南港區,南港路三段290巷口,2,18,20,正常營運,南港路三段314巷20號,
南港區,南港路三段220巷口,21,4,25,正常營運,南港路三段133號,
南港區,南港東新街口,21,7,28,正常營運,東新街4號東側,
南港區,八德中坡路口,0,46,46,正常營運,八德路四段873號,
南港區,捷運後山埤站(3號出口),7,14,21,正常營運,玉成街150號,
南港區,玉成公園運動中心,12,14,26,正常營運,中坡南路19號,
南港區,百福公園,10,14,25,正常營運,福德街309巷7號南側,
南港區,南湖大橋(經貿二路255巷),13,7,20,正常營運,經貿二路255巷1號,
南港區,園區重陽路口,3,18,21,正常營運,重陽路458號西側,
南港區,南港車站B棟(市民大道),17,7,24,正常營運,忠孝東路七段359號(市民大道),
南港區,胡適公園,18,7,25,正常營運,研究院路二段/研究院路二段132巷北側,
南港區,南港抽水站,11,9,20,正常營運,重陽路505號,
南港區,經貿公園,10,10,20,正常營運,經園街58號北側,
南港區,育成高中,17,16,33,正常營運,惠民街71號西側,
南港區,捷運南港展覽館站(7號出口),14,28,42,正常營運,富康街1巷16弄2號東側,
南港區,力行橋(南港),1,17,18,正常營運,研究院路一段101巷16弄2號南側,
南港區,舊莊國小(舊莊街一段),8,10,18,正常營運,舊莊街一段/舊莊街一段145巷口,
南港區,向陽公園,5,19,24,正常營運,成功路一段76號對側,
南港區,小彎社會住宅,26,24,51,正常營運,向陽路258巷/重陽路39巷口(西南側),
南港區,捷運南港展覽館站(6號出口),10,15,25,正常營運,南港路一段28號旁,
南港區,捷運南港展覽館站(4號出口),10,29,39,正常營運,南港路一段32號(4號出口),
南港區,成德綠地,11,5,17,正常營運,東新街65號東南側,
南港區,南港公園(東新街170巷),0,16,16,暫停營運,東新街170巷63號對側,
南港區,中坡市民路口(東北側),9,17,27,正常營運,中坡北路/市民大道七段路口(東北側),
南港區,昆陽公園,10,4,14,正常營運,昆陽街173號對側,
南港區,南港路二段178巷口,6,12,18,正常營運,南港路二段 / 南港路二段178巷口(北側),
南港區,南港車站(忠孝東路),17,7,24,正常營運,忠孝東路七段/興中路(西北側),
南港區,南港車站(興華路),17,31,48,正常營運,興華路/市民大道八段路口西北側人行道,
南港區,玉成公園(成福路178巷口),8,34,43,正常營運,成福路178巷8號對側,
南港區,玉東公園(東新街),7,18,25,正常營運,東新街/市民大道七段(北側),
南港區,南港出租國宅社區,3,22,25,正常營運,福德街373巷80號前,
南港區,成福路197巷口,4,10,15,正常營運,成福路197巷/成福路,
南港區,南港疏散門(基三號疏散門),17,7,24,正常營運,松河街398號對側,
南港區,成德立體停車場,13,1,17,正常營運,成福路/東新街80巷10弄,
南港區,南港展覽館2館,6,12,18,正常營運,經貿二路/南港路一段(西北側),
南港區,舊莊派出所,7,8,15,正常營運,舊莊街一段/舊莊街一段215巷,
南港區,南港路三段80巷,3,12,15,正常營運,南港路三段/南港路三段80巷,
南港區,捷運昆陽站(4號出口),6,22,28,正常營運,忠孝東路六段465號,
南港區,忠孝東路六段278巷口,7,7,14,正常營運,忠孝東路/忠孝東路六段278巷,
南港區,中研院人文社會科學館,11,19,30,正常營運,研究院路二段128號(人文社會科學館),
南港區,南港路三段130巷口,9,3,12,正常營運,松河街380號對側,
南港區,南港路三段190巷口,4,12,16,正常營運,松河街358號對側,
南港區,忠孝東路六段212巷口,7,8,15,正常營運,忠孝東路六段226號前,
南港區,新富公園,6,6,12,正常營運,富康街47巷2號對側,
南港區,東新街63巷口,11,4,15,正常營運,東新街/東新街63巷,
南港區,中興公園,9,6,15,正常營運,研究院路二段70巷10弄/研究院路二段98巷,
南港區,向陽市民大道路口(西北側),8,21,29,正常營運,向陽路/市民大道七段,
南港區,向陽南港路口(西北側),4,22,26,正常營運,南港路二段312號,
南港區,研究院路一段151巷口,7,7,14,正常營運,研究院路1段151巷18號前,
南港區,興中重陽路口,1,23,24,正常營運,興中路/重陽路,
南港區,中研院近代史研究所研究大樓,15,1,16,正常營運,中研院近代史研究所研究大樓,
南港區,中研院人文社會科學研究中心,11,5,16,正常營運,中研院人文社會科學研究中心,
南港區,中研院生態時代館,10,6,16,正常營運,中研院生態時代館,
南港區,玉成街(中坡北路50巷口),13,7,20,正常營運,玉成街66-9號前,
南港區,東明公園,4,16,20,正常營運,南港路二段60巷16-19號,
南港區,捷運南港軟體園區站(1號出口),17,19,36,正常營運,經貿二路231號前,
南港區,南港花園社區A18,1,12,13,正常營運,福德街與福德街373巷口東南側,
南港區,內湖機廠(港東街),9,11,20,正常營運,經貿一路77號(港東街),
南港區,市民昆陽街口,20,10,30,正常營運,市民大道七段/昆陽街東北側,
南港區,南港機廠(北流),6,14,20,正常營運,北流側忠孝東路七段/南港機廠公車站,
南港區,忠孝東路七段265巷,12,28,40,正常營運,忠孝東路七段265巷,
南港區,昆陽東新街口,4,20,24,正常營運,昆陽街177-179號(旁),
